county,state,fips,code,flag,population
Carson,Texas,48065,TX, ,5926
Stanton,Nebraska,31167,NE, ,5920
Sherman,Kansas,20181,KS, ,5917
Pondera,Montana,30073,MT, ,5911
Dewey,South Dakota,46041,SD, ,5892
Ohio,Indiana,18115,IN, ,5875
Van Buren,Tennessee,47175,TN, ,5872
Wirt,West Virginia,54105,WV, ,5821
Martin,Texas,48317,TX, ,5771
Alexander,Illinois,17003,IL, ,5761
McHenry,North Dakota,38049,ND, ,5745
Putnam,Illinois,17155,IL, ,5739
Crosby,Texas,48107,TX, ,5737
Ontonagon,Michigan,26131,MI, ,5720
Miller,Georgia,13201,GA, ,5718
Floyd,Texas,48153,TX, ,5712
Greer,Oklahoma,40055,OK, ,5712
Ottawa,Kansas,20143,KS, ,5704
Alfalfa,Oklahoma,40003,OK, ,5702
Lincoln,Colorado,8073,CO, ,5701
Cherry,Nebraska,31031,NE, ,5689
Iron,Wisconsin,55051,WI, ,5687
Cotton,Oklahoma,40033,OK, ,5666
Haskell,Texas,48207,TX, ,5658
Lincoln,Minnesota,27081,MN, ,5639
Dixon,Nebraska,31051,NE, ,5636
Chouteau,Montana,30015,MT, ,5635
Aleutians West Census Area,Alaska,2016,AK, ,5634
Morris,Kansas,20127,KS, ,5620
McCook,South Dakota,46087,SD, ,5586
Bent,Colorado,8011,CO, ,5577
Hartley,Texas,48205,TX, ,5576
Covington city,Virginia,51580,VA, ,5538
Lander,Nevada,32015,NV, ,5532
Mahnomen,Minnesota,27087,MN, ,5527
Audubon,Iowa,19009,IA, ,5496
Coal,Oklahoma,40029,OK, ,5495
Stevens,Kansas,20189,KS, ,5485
Cook,Minnesota,27031,MN, ,5463
Fillmore,Nebraska,31059,NE, ,5462
Tripp,South Dakota,46123,SD, ,5441
Harper,Kansas,20077,KS, ,5436
Walworth,South Dakota,46129,SD, ,5435
Day,South Dakota,46037,SD, ,5424
Washington,Kansas,20201,KS, ,5406
Hansford,Texas,48195,TX, ,5399
Lincoln,Idaho,16063,ID, ,5366
Norton,Kansas,20137,KS, ,5361
Emporia city,Virginia,51595,VA, ,5346
Stark,Illinois,17175,IL, ,5342
Pulaski,Illinois,17153,IL, ,5335
Delta,Texas,48119,TX, ,5331
Beaver,Oklahoma,40007,OK, ,5311
Brule,South Dakota,46015,SD, ,5297
Schley,Georgia,13249,GA, ,5257
Warren,Georgia,13301,GA, ,5254
Sheridan,Nebraska,31161,NE, ,5246
Phillips,Kansas,20147,KS, ,5234
Yukon-Koyukuk Census Area,Alaska,2290,AK, ,5230
Ransom,North Dakota,38073,ND, ,5218
Polk,Nebraska,31143,NE, ,5213
Jim Hogg,Texas,48247,TX, ,5200
Boone,Nebraska,31011,NE, ,5192
Calhoun,Arkansas,5013,AR, ,5189
Lincoln,Nevada,32017,NV, ,5183
Atchison,Missouri,29005,MO, ,5143
Craig,Virginia,51045,VA, ,5131
Johnson,Nebraska,31097,NE, ,5071
Custer,Colorado,8027,CO, ,5068
Wheeler,Texas,48483,TX, ,5056
Garfield,Utah,49017,UT, ,5051
Pickett,Tennessee,47137,TN, ,5048
Thayer,Nebraska,31169,NE, ,5003
Big Stone,Minnesota,27011,MN, ,4991
Ouray,Colorado,8091,CO, ,4952
Scott,Illinois,17171,IL, ,4951
Kingsbury,South Dakota,46077,SD, ,4939
Hyde,North Carolina,37095,NC, ,4937
Marshall,South Dakota,46091,SD, ,4935
Rooks,Kansas,20163,KS, ,4920
Dillingham Census Area,Alaska,2070,AK, ,4916
Washington,Colorado,8121,CO, ,4908
Scotland,Missouri,29199,MO, ,4902
Ringgold,Iowa,19159,IA, ,4894
Dewey,Oklahoma,40043,OK, ,4891
Hudspeth,Texas,48229,TX, ,4886
Mills,Texas,48333,TX, ,4873
Dickey,North Dakota,38021,ND, ,4872
Gallatin,Illinois,17059,IL, ,4828
Scott,Kansas,20171,KS, ,4823
Crane,Texas,48103,TX, ,4797
Carlisle,Kentucky,21039,KY, ,4760
Calhoun,Illinois,17013,IL, ,4739
Toole,Montana,30101,MT, ,4736
Putnam,Missouri,29171,MO, ,4696
Furnas,Nebraska,31065,NE, ,4676
Schuyler,Missouri,29197,MO, ,4660
Morrill,Nebraska,31123,NE, ,4642
Republic,Kansas,20157,KS, ,4636
Musselshell,Montana,30065,MT, ,4633
Menominee,Wisconsin,55078,WI, ,4556
Oneida,Idaho,16071,ID, ,4531
Mora,New Mexico,35033,NM, ,4521
Mineral,Nevada,32021,NV, ,4505
Wahkiakum,Washington,53069,WA, ,4488
Cameron,Pennsylvania,42023,PA, ,4447
Barber,Kansas,20007,KS, ,4427
Dunn,North Dakota,38025,ND, ,4424
Hamilton,New York,36041,NY, ,4416
Owsley,Kentucky,21189,KY, ,4415
Hot Springs,Wyoming,56017,WY, ,4413
Holt,Missouri,29087,MO, ,4403
Mineral,Montana,30061,MT, ,4397
Hickman,Kentucky,21105,KY, ,4380
Deuel,South Dakota,46039,SD, ,4351
Kimble,Texas,48267,TX, ,4337
Tensas,Louisiana,22107,LA, ,4334
Grant,Oklahoma,40053,OK, ,4333
Sharkey,Mississippi,28125,MS, ,4321
Custer,Idaho,16037,ID, ,4315
Guadalupe,New Mexico,35019,NM, ,4300
Kittson,Minnesota,27069,MN, ,4298
Florence,Wisconsin,55037,WI, ,4295
Adams,Idaho,16003,ID, ,4294
Mason,Texas,48319,TX, ,4274
Phillips,Colorado,8095,CO, ,4265
Sioux,North Dakota,38085,ND, ,4230
Hidalgo,New Mexico,35023,NM, ,4198
Gregory,South Dakota,46053,SD, ,4185
Pope,Illinois,17151,IL, ,4177
Valley,Nebraska,31175,NE, ,4158
Stafford,Kansas,20185,KS, ,4156
Nuckolls,Nebraska,31129,NE, ,4148
Bath,Virginia,51017,VA, ,4147
Storey,Nevada,32029,NV, ,4123
Corson,South Dakota,46031,SD, ,4086
Union,New Mexico,35059,NM, ,4059
Red Lake,Minnesota,27125,MN, ,4055
LaMoure,North Dakota,38045,ND, ,4046
Meade,Kansas,20119,KS, ,4033
Tyrrell,North Carolina,37177,NC, ,4016
Echols,Georgia,13101,GA, ,4006
Columbia,Washington,53013,WA, ,3985
Norton city,Virginia,51720,VA, ,3981
Pierce,North Dakota,38069,ND, ,3975
Haskell,Kansas,20081,KS, ,3968
Knox,Missouri,29103,MO, ,3959
Phillips,Montana,30071,MT, ,3954
Hardeman,Texas,48197,TX, ,3933
Chase,Nebraska,31029,NE, ,3924
Sargent,North Dakota,38081,ND, ,3898
Costilla,Colorado,8023,CO, ,3887
Ellis,Oklahoma,40045,OK, ,3859
Reagan,Texas,48383,TX, ,3849
Kearny,Kansas,20093,KS, ,3838
Lewis,Idaho,16061,ID, ,3838
Wells,North Dakota,38103,ND, ,3834
Fisher,Texas,48151,TX, ,3830
Edmunds,South Dakota,46045,SD, ,3829
Hardin,Illinois,17069,IL, ,3821
Hemphill,Texas,48211,TX, ,3819
Lyman,South Dakota,46085,SD, ,3781
Sutton,Texas,48435,TX, ,3776
Cavalier,North Dakota,38019,ND, ,3762
Lake of the Woods,Minnesota,27077,MN, ,3740
Sweet Grass,Montana,30097,MT, ,3737
Clark,South Dakota,46025,SD, ,3736
Harper,Oklahoma,40059,OK, ,3688
Kinney,Texas,48271,TX, ,3667
Knox,Texas,48275,TX, ,3664
Upton,Texas,48461,TX, ,3657
Kimball,Nebraska,31105,NE, ,3632
Mercer,Missouri,29129,MO, ,3617
Adams,Iowa,19003,IA, ,3602
Roger Mills,Oklahoma,40129,OK, ,3583
Smith,Kansas,20183,KS, ,3583
Baca,Colorado,8009,CO, ,3581
Catron,New Mexico,35003,NM, ,3527
Nance,Nebraska,31125,NE, ,3519
Baylor,Texas,48023,TX, ,3509
Webster,Nebraska,31181,NE, ,3487
Crockett,Texas,48105,TX, ,3464
Hanson,South Dakota,46061,SD, ,3453
Real,Texas,48385,TX, ,3452
Osborne,Kansas,20141,KS, ,3421
Coke,Texas,48081,TX, ,3387
Harlan,Nebraska,31083,NE, ,3380
Granite,Montana,30039,MT, ,3379
Bennett,South Dakota,46007,SD, ,3365
Jackson,South Dakota,46071,SD, ,3344
Aleutians East Borough,Alaska,2013,AK, ,3337
Sheridan,Montana,30091,MT, ,3309
Donley,Texas,48129,TX, ,3278
Petersburg Borough,Alaska,2195,AK, ,3266
Shackelford,Texas,48417,TX, ,3265
Traverse,Minnesota,27155,MN, ,3259
Chautauqua,Kansas,20019,KS, ,3250
Emmons,North Dakota,38029,ND, ,3241
Lipscomb,Texas,48295,TX, ,3233
Foster,North Dakota,38031,ND, ,3210
Hand,South Dakota,46059,SD, ,3191
Woodson,Kansas,20207,KS, ,3138
Stanley,South Dakota,46117,SD, ,3098
Baker,Georgia,13007,GA, ,3038
Rush,Kansas,20165,KS, ,3036
Bowman,North Dakota,38011,ND, ,3024
Sherman,Texas,48421,TX, ,3022
Sierra,California,6091,CA, ,3005
Sherman,Nebraska,31163,NE, ,3001
Franklin,Nebraska,31061,NE, ,2979
Glascock,Georgia,13125,GA, ,2971
Hall,Texas,48191,TX, ,2964
Lincoln,Kansas,20105,KS, ,2962
Brown,Nebraska,31017,NE, ,2955
Douglas,South Dakota,46043,SD, ,2921
Collingsworth,Texas,48087,TX, ,2920
Perkins,Nebraska,31135,NE, ,2891
Nelson,North Dakota,38063,ND, ,2879
Jewell,Kansas,20089,KS, ,2879
Perkins,South Dakota,46105,SD, ,2865
Cochran,Texas,48079,TX, ,2853
Fallon,Montana,30025,MT, ,2846
Clay,Georgia,13061,GA, ,2834
Decatur,Kansas,20039,KS, ,2827
Trego,Kansas,20195,KS, ,2803
Edwards,Kansas,20047,KS, ,2798
Logan,Kansas,20109,KS, ,2794
Schleicher,Texas,48413,TX, ,2793
Hitchcock,Nebraska,31087,NE, ,2762
Ziebach,South Dakota,46137,SD, ,2756
Aurora,South Dakota,46003,SD, ,2751
Ness,Kansas,20135,KS, ,2750
Yakutat plus Hoonah-Angoon,Alaska,2998,AK, ,2745
Concho,Texas,48095,TX, ,2726
Wayne,Utah,49055,UT, ,2711
Cheyenne,Kansas,20023,KS, ,2657
Harmon,Oklahoma,40057,OK, ,2653
Chase,Kansas,20017,KS, ,2648
Gove,Kansas,20063,KS, ,2636
Frontier,Nebraska,31063,NE, ,2627
Pawnee,Nebraska,31133,NE, ,2613
Webster,Georgia,13307,GA, ,2607
Butte,Idaho,16023,ID, ,2597
Morton,Kansas,20129,KS, ,2587
Hamilton,Kansas,20075,KS, ,2539
Rawlins,Kansas,20153,KS, ,2530
Elk,Kansas,20049,KS, ,2530
Haines Borough,Alaska,2100,AK, ,2530
Sheridan,Kansas,20179,KS, ,2521
Wrangell City and Borough,Alaska,2275,AK, ,2502
Hettinger,North Dakota,38041,ND, ,2499
McIntosh,North Dakota,38051,ND, ,2497
Rich,Utah,49033,UT, ,2483
Graham,Kansas,20065,KS, ,2482
Kidder,North Dakota,38043,ND, ,2480
Kiowa,Kansas,20097,KS, ,2475
McPherson,South Dakota,46089,SD, ,2379
Niobrara,Wyoming,56027,WY, ,2356
Greeley,Nebraska,31077,NE, ,2356
Sanborn,South Dakota,46111,SD, ,2344
Liberty,Montana,30051,MT, ,2337
Renville,North Dakota,38075,ND, ,2327
Faulk,South Dakota,46049,SD, ,2299
Quitman,Georgia,13239,GA, ,2299
Eddy,North Dakota,38027,ND, ,2287
Jeff Davis,Texas,48243,TX, ,2274
Grant,North Dakota,38037,ND, ,2274
Divide,North Dakota,38023,ND, ,2264
Sedgwick,Colorado,8115,CO, ,2248
Griggs,North Dakota,38039,ND, ,2231
Garfield,Washington,53023,WA, ,2225
Miner,South Dakota,46097,SD, ,2216
Adams,North Dakota,38001,ND, ,2216
Dickens,Texas,48125,TX, ,2211
Highland,Virginia,51091,VA, ,2190
Towner,North Dakota,38095,ND, ,2189
Culberson,Texas,48109,TX, ,2171
Potter,South Dakota,46107,SD, ,2153
Menard,Texas,48327,TX, ,2138
Cimarron,Oklahoma,40025,OK, ,2137
Wheatland,Montana,30107,MT, ,2126
Wichita,Kansas,20203,KS, ,2119
Keweenaw,Michigan,26083,MI, ,2116
Burke,North Dakota,38013,ND, ,2115
Oldham,Texas,48359,TX, ,2112
Robertson,Kentucky,21201,KY, ,2108
Denali Borough,Alaska,2068,AK, ,2097
Mellette,South Dakota,46095,SD, ,2061
Dolores,Colorado,8033,CO, ,2055
Eureka,Nevada,32011,NV, ,2029
Jerauld,South Dakota,46073,SD, ,2013
Worth,Missouri,29227,MO, ,2013
Judith Basin,Montana,30045,MT, ,2007
Stanton,Kansas,20187,KS, ,2006
Clark,Kansas,20025,KS, ,1994
Gosper,Nebraska,31073,NE, ,1990
Garfield,Nebraska,31071,NE, ,1969
Buffalo,South Dakota,46017,SD, ,1962
Oliver,North Dakota,38065,ND, ,1959
Edwards,Texas,48137,TX, ,1932
Boyd,Nebraska,31015,NE, ,1919
Gilliam,Oregon,41021,OR, ,1912
Haakon,South Dakota,46055,SD, ,1899
Steele,North Dakota,38091,ND, ,1890
Armstrong,Texas,48011,TX, ,1887
Meagher,Montana,30059,MT, ,1862
Logan,North Dakota,38047,ND, ,1850
Garden,Nebraska,31069,NE, ,1837
Cheyenne,Colorado,8017,CO, ,1831
Deuel,Nebraska,31049,NE, ,1794
Hodgeman,Kansas,20083,KS, ,1794
Sherman,Oregon,41055,OR, ,1780
Golden Valley,North Dakota,38033,ND, ,1761
De Baca,New Mexico,35011,NM, ,1748
Comanche,Kansas,20033,KS, ,1700
Dundy,Nebraska,31057,NE, ,1693
Daniels,Montana,30019,MT, ,1690
Powder River,Montana,30075,MT, ,1682
McCone,Montana,30055,MT, ,1664
Lake and Peninsula Borough,Alaska,2164,AK, ,1592
Briscoe,Texas,48045,TX, ,1546
Taliaferro,Georgia,13265,GA, ,1537
Irion,Texas,48235,TX, ,1536
Lane,Kansas,20101,KS, ,1535
Wallace,Kansas,20199,KS, ,1518
Throckmorton,Texas,48447,TX, ,1501
Piute,Utah,49031,UT, ,1479
Bristol Bay plus Lake and Peninsula,Alaska,2997,AK, ,1428
Glasscock,Texas,48173,TX, ,1409
Kiowa,Colorado,8061,CO, ,1406
Cottle,Texas,48101,TX, ,1398
Jackson,Colorado,8057,CO, ,1392
Sully,South Dakota,46119,SD, ,1391
Campbell,South Dakota,46021,SD, ,1376
Rock,Nebraska,31149,NE, ,1357
Stonewall,Texas,48433,TX, ,1350
Wheeler,Oregon,41069,OR, ,1332
Issaquena,Mississippi,28055,MS, ,1327
Sheridan,North Dakota,38083,ND, ,1315
Hyde,South Dakota,46069,SD, ,1301
Harding,South Dakota,46063,SD, ,1298
Sterling,Texas,48431,TX, ,1291
Garfield,Montana,30033,MT, ,1258
Carter,Montana,30011,MT, ,1252
Greeley,Kansas,20071,KS, ,1232
Motley,Texas,48345,TX, ,1200
Skagway Municipality ,Alaska,2230,AK, ,1183
Sioux,Nebraska,31165,NE, ,1166
Foard,Texas,48155,TX, ,1155
Alpine,California,6003,CA, ,1129
Camas,Idaho,16025,ID, ,1106
Prairie,Montana,30079,MT, ,1077
Wibaux,Montana,30109,MT, ,969
Daggett,Utah,49009,UT, ,950
Billings,North Dakota,38007,ND, ,928
Hayes,Nebraska,31085,NE, ,922
Jones,South Dakota,46075,SD, ,903
Esmeralda,Nevada,32009,NV, ,873
Roberts,Texas,48393,TX, ,854
Clark,Idaho,16033,ID, ,845
Bristol Bay Borough,Alaska,2060,AK, ,836
Golden Valley,Montana,30037,MT, ,821
Hinsdale,Colorado,8053,CO, ,820
Keya Paha,Nebraska,31103,NE, ,806
Wheeler,Nebraska,31183,NE, ,783
Terrell,Texas,48443,TX, ,776
Mineral,Colorado,8079,CO, ,769
Kent,Texas,48263,TX, ,762
Slope,North Dakota,38087,ND, ,750
Logan,Nebraska,31113,NE, ,748
Banner,Nebraska,31007,NE, ,745
McMullen,Texas,48311,TX, ,743
San Juan,Colorado,8111,CO, ,728
Thomas,Nebraska,31171,NE, ,722
Treasure,Montana,30103,MT, ,696
Hooker,Nebraska,31091,NE, ,682
Loup,Nebraska,31115,NE, ,664
Borden,Texas,48033,TX, ,654
Harding,New Mexico,35021,NM, ,625
Grant,Nebraska,31075,NE, ,623
McPherson,Nebraska,31117,NE, ,494
Petroleum ,Montana,30069,MT, ,487
Blaine,Nebraska,31009,NE, ,465
Arthur,Nebraska,31005,NE, ,463
Kenedy,Texas,48261,TX, ,404
King,Texas,48269,TX, ,272
Loving,Texas,48301,TX, ,169
